Category,Value,Timestamp
Category 4,50,2088-10-25
Category 0,71,2088-10-26
Category 1,75,2088-10-27
Category 2,36,2088-10-28
Category 3,90,2088-10-29
Category 4,58,2088-10-30
Category 0,54,2088-10-31
Category 1,88,2088-11-01
Category 2,62,2088-11-02
Category 3,76,2088-11-03
Category 4,93,2088-11-04
Category 0,76,2088-11-05
Category 1,28,2088-11-06
Category 2,98,2088-11-07
Category 3,17,2088-11-08
Category 4,88,2088-11-09
Category 0,64,2088-11-10
Category 1,68,2088-11-11
Category 2,62,2088-11-12
Category 3,41,2088-11-13
Category 4,22,2088-11-14
Category 0,89,2088-11-15
Category 1,50,2088-11-16
Category 2,87,2088-11-17
Category 3,95,2088-11-18
Category 4,61,2088-11-19
Category 0,57,2088-11-20
Category 1,84,2088-11-21
Category 2,96,2088-11-22
Category 3,37,2088-11-23
Category 4,82,2088-11-24
Category 0,71,2088-11-25
Category 1,18,2088-11-26
Category 2,23,2088-11-27
Category 3,97,2088-11-28
Category 4,55,2088-11-29
Category 0,86,2088-11-30
Category 1,23,2088-12-01
Category 2,87,2088-12-02
Category 3,75,2088-12-03
Category 4,43,2088-12-04
Category 0,21,2088-12-05
Category 1,83,2088-12-06
Category 2,37,2088-12-07
Category 3,51,2088-12-08
Category 4,75,2088-12-09
Category 0,56,2088-12-10
Category 1,44,2088-12-11
Category 2,23,2088-12-12
Category 3,76,2088-12-13
Category 4,50,2088-12-14
Category 0,68,2088-12-15
Category 1,89,2088-12-16
Category 2,58,2088-12-17
Category 3,60,2088-12-18
Category 4,92,2088-12-19
Category 0,82,2088-12-20
Category 1,89,2088-12-21
Category 2,71,2088-12-22
Category 3,38,2088-12-23
Category 4,45,2088-12-24
Category 0,85,2088-12-25
Category 1,81,2088-12-26
Category 2,14,2088-12-27
Category 3,56,2088-12-28
Category 4,33,2088-12-29
Category 0,10,2088-12-30
Category 1,23,2088-12-31
Category 2,48,2089-01-01
Category 3,71,2089-01-02
Category 4,38,2089-01-03
Category 0,86,2089-01-04
Category 1,97,2089-01-05
Category 2,93,2089-01-06
Category 3,62,2089-01-07
Category 4,17,2089-01-08
Category 0,24,2089-01-09
Category 1,69,2089-01-10
Category 2,56,2089-01-11
Category 3,70,2089-01-12
Category 4,19,2089-01-13
Category 0,18,2089-01-14
Category 1,67,2089-01-15
Category 2,51,2089-01-16
Category 3,76,2089-01-17
Category 4,20,2089-01-18
Category 0,60,2089-01-19
Category 1,13,2089-01-20
Category 2,19,2089-01-21
Category 3,42,2089-01-22
Category 4,73,2089-01-23
Category 0,16,2089-01-24
Category 1,82,2089-01-25
Category 2,45,2089-01-26
Category 3,13,2089-01-27
Category 4,47,2089-01-28
Category 0,14,2089-01-29
Category 1,96,2089-01-30
Category 2,17,2089-01-31
Category 3,77,2089-02-01
Category 4,74,2089-02-02
Category 0,93,2089-02-03
Category 1,35,2089-02-04
Category 2,30,2089-02-05
Category 3,76,2089-02-06
Category 4,60,2089-02-07
Category 0,74,2089-02-08
Category 1,20,2089-02-09
Category 2,62,2089-02-10
Category 3,80,2089-02-11
Category 4,69,2089-02-12
Category 0,11,2089-02-13
Category 1,56,2089-02-14
Category 2,37,2089-02-15
Category 3,73,2089-02-16
Category 4,10,2089-02-17
Category 0,66,2089-02-18
Category 1,19,2089-02-19
Category 2,44,2089-02-20
Category 3,66,2089-02-21
Category 4,82,2089-02-22
Category 0,73,2089-02-23
Category 1,78,2089-02-24
Category 2,77,2089-02-25
Category 3,44,2089-02-26
Category 4,71,2089-02-27
Category 0,79,2089-02-28
Category 1,56,2089-03-01
Category 2,47,2089-03-02
Category 3,29,2089-03-03
Category 4,93,2089-03-04
Category 0,83,2089-03-05
Category 1,29,2089-03-06
Category 2,88,2089-03-07
Category 3,24,2089-03-08
Category 4,17,2089-03-09
Category 0,56,2089-03-10
Category 1,54,2089-03-11
Category 2,16,2089-03-12
Category 3,94,2089-03-13
Category 4,50,2089-03-14
Category 0,24,2089-03-15
Category 1,51,2089-03-16
Category 2,54,2089-03-17
Category 3,15,2089-03-18
Category 4,30,2089-03-19
Category 0,76,2089-03-20
Category 1,47,2089-03-21
Category 2,55,2089-03-22
Category 3,78,2089-03-23
Category 4,96,2089-03-24
Category 0,36,2089-03-25
Category 1,35,2089-03-26
Category 2,59,2089-03-27
Category 3,90,2089-03-28
Category 4,95,2089-03-29
Category 0,48,2089-03-30
Category 1,97,2089-03-31
Category 2,71,2089-04-01
Category 3,67,2089-04-02
Category 4,66,2089-04-03
Category 0,98,2089-04-04
Category 1,74,2089-04-05
Category 2,33,2089-04-06
Category 3,26,2089-04-07
Category 4,38,2089-04-08
Category 0,10,2089-04-09
Category 1,66,2089-04-10
Category 2,58,2089-04-11
Category 3,26,2089-04-12
Category 4,51,2089-04-13
Category 0,81,2089-04-14
Category 1,28,2089-04-15
Category 2,85,2089-04-16
Category 3,64,2089-04-17
Category 4,49,2089-04-18
Category 0,32,2089-04-19
Category 1,43,2089-04-20
Category 2,71,2089-04-21
Category 3,16,2089-04-22
Category 4,44,2089-04-23
Category 0,37,2089-04-24
Category 1,49,2089-04-25
Category 2,68,2089-04-26
Category 3,90,2089-04-27
Category 4,51,2089-04-28
Category 0,73,2089-04-29
Category 1,67,2089-04-30
Category 2,11,2089-05-01
Category 3,21,2089-05-02
Category 4,26,2089-05-03
Category 0,57,2089-05-04
Category 1,96,2089-05-05
Category 2,65,2089-05-06
Category 3,60,2089-05-07
Category 4,77,2089-05-08
Category 0,24,2089-05-09
Category 1,74,2089-05-10
Category 2,55,2089-05-11
Category 3,60,2089-05-12
Category 4,53,2089-05-13
Category 0,28,2089-05-14
Category 1,67,2089-05-15
Category 2,14,2089-05-16
Category 3,44,2089-05-17
Category 4,55,2089-05-18
Category 0,56,2089-05-19
Category 1,59,2089-05-20
Category 2,22,2089-05-21
Category 3,31,2089-05-22
Category 4,60,2089-05-23
Category 0,12,2089-05-24
Category 1,52,2089-05-25
Category 2,34,2089-05-26
Category 3,71,2089-05-27
Category 4,36,2089-05-28
Category 0,30,2089-05-29
Category 1,100,2089-05-30
Category 2,30,2089-05-31
Category 3,94,2089-06-01
Category 4,60,2089-06-02
Category 0,88,2089-06-03
Category 1,67,2089-06-04
Category 2,79,2089-06-05
Category 3,49,2089-06-06
Category 4,27,2089-06-07
Category 0,76,2089-06-08
Category 1,43,2089-06-09
Category 2,66,2089-06-10
Category 3,95,2089-06-11
Category 4,46,2089-06-12
Category 0,20,2089-06-13
Category 1,70,2089-06-14
Category 2,29,2089-06-15
Category 3,14,2089-06-16
Category 4,51,2089-06-17
Category 0,76,2089-06-18
Category 1,97,2089-06-19
Category 2,80,2089-06-20
Category 3,50,2089-06-21
Category 4,12,2089-06-22
Category 0,21,2089-06-23
Category 1,40,2089-06-24
Category 2,14,2089-06-25
Category 3,30,2089-06-26
Category 4,78,2089-06-27
Category 0,75,2089-06-28
Category 1,58,2089-06-29
Category 2,14,2089-06-30
Category 3,91,2089-07-01
Category 4,84,2089-07-02
Category 0,11,2089-07-03
Category 1,93,2089-07-04
Category 2,28,2089-07-05
Category 3,89,2089-07-06
Category 4,89,2089-07-07
Category 0,99,2089-07-08
Category 1,42,2089-07-09
Category 2,38,2089-07-10
Category 3,67,2089-07-11
Category 4,11,2089-07-12
Category 0,70,2089-07-13
Category 1,15,2089-07-14
Category 2,69,2089-07-15
Category 3,51,2089-07-16
Category 4,75,2089-07-17
Category 0,67,2089-07-18
Category 1,10,2089-07-19
Category 2,93,2089-07-20
Category 3,17,2089-07-21
Category 4,75,2089-07-22
Category 0,15,2089-07-23
Category 1,46,2089-07-24
Category 2,26,2089-07-25
Category 3,37,2089-07-26
Category 4,95,2089-07-27
Category 0,40,2089-07-28
Category 1,67,2089-07-29
Category 2,24,2089-07-30
Category 3,14,2089-07-31
Category 4,88,2089-08-01
Category 0,50,2089-08-02
Category 1,86,2089-08-03
Category 2,71,2089-08-04
Category 3,93,2089-08-05
Category 4,99,2089-08-06
Category 0,36,2089-08-07
Category 1,90,2089-08-08
Category 2,95,2089-08-09
Category 3,39,2089-08-10
Category 4,41,2089-08-11
Category 0,54,2089-08-12
Category 1,30,2089-08-13
Category 2,13,2089-08-14
Category 3,59,2089-08-15
Category 4,24,2089-08-16
Category 0,66,2089-08-17
Category 1,24,2089-08-18
Category 2,60,2089-08-19
Category 3,94,2089-08-20
Category 4,51,2089-08-21
Category 0,99,2089-08-22
Category 1,32,2089-08-23
Category 2,68,2089-08-24
Category 3,82,2089-08-25
Category 4,74,2089-08-26
Category 0,67,2089-08-27
Category 1,57,2089-08-28
Category 2,10,2089-08-29
Category 3,35,2089-08-30
Category 4,94,2089-08-31
Category 0,44,2089-09-01
Category 1,20,2089-09-02
Category 2,38,2089-09-03
Category 3,56,2089-09-04
Category 4,20,2089-09-05
Category 0,11,2089-09-06
Category 1,71,2089-09-07
Category 2,49,2089-09-08
Category 3,75,2089-09-09
Category 4,61,2089-09-10
Category 0,66,2089-09-11
Category 1,45,2089-09-12
Category 2,90,2089-09-13
Category 3,92,2089-09-14
Category 4,72,2089-09-15
Category 0,31,2089-09-16
Category 1,37,2089-09-17
Category 2,98,2089-09-18
Category 3,81,2089-09-19
Category 4,14,2089-09-20
Category 0,16,2089-09-21
Category 1,37,2089-09-22
Category 2,56,2089-09-23
Category 3,45,2089-09-24
Category 4,74,2089-09-25
Category 0,18,2089-09-26
Category 1,35,2089-09-27
Category 2,95,2089-09-28
Category 3,88,2089-09-29
Category 4,65,2089-09-30
Category 0,75,2089-10-01
Category 1,45,2089-10-02
Category 2,75,2089-10-03
Category 3,42,2089-10-04
Category 4,71,2089-10-05
Category 0,21,2089-10-06
Category 1,10,2089-10-07
Category 2,80,2089-10-08
Category 3,38,2089-10-09
Category 4,92,2089-10-10
Category 0,42,2089-10-11
Category 1,63,2089-10-12
Category 2,88,2089-10-13
Category 3,71,2089-10-14
Category 4,31,2089-10-15
Category 0,91,2089-10-16
Category 1,42,2089-10-17
Category 2,84,2089-10-18
Category 3,58,2089-10-19
Category 4,10,2089-10-20
Category 0,31,2089-10-21
Category 1,84,2089-10-22
Category 2,57,2089-10-23
Category 3,15,2089-10-24
Category 4,43,2089-10-25
Category 0,82,2089-10-26
Category 1,42,2089-10-27
Category 2,37,2089-10-28
Category 3,79,2089-10-29
Category 4,37,2089-10-30
Category 0,76,2089-10-31
Category 1,62,2089-11-01
Category 2,28,2089-11-02
Category 3,69,2089-11-03
Category 4,58,2089-11-04
Category 0,82,2089-11-05
Category 1,90,2089-11-06
Category 2,73,2089-11-07
Category 3,83,2089-11-08
Category 4,67,2089-11-09
Category 0,71,2089-11-10
Category 1,29,2089-11-11
Category 2,20,2089-11-12
Category 3,29,2089-11-13
Category 4,33,2089-11-14
Category 0,90,2089-11-15
Category 1,71,2089-11-16
Category 2,76,2089-11-17
Category 3,40,2089-11-18
Category 4,87,2089-11-19
Category 0,12,2089-11-20
Category 1,92,2089-11-21
Category 2,20,2089-11-22
Category 3,87,2089-11-23
Category 4,29,2089-11-24
Category 0,36,2089-11-25
Category 1,53,2089-11-26
Category 2,41,2089-11-27
Category 3,95,2089-11-28
Category 4,75,2089-11-29
Category 0,41,2089-11-30
Category 1,76,2089-12-01
Category 2,37,2089-12-02
Category 3,54,2089-12-03
Category 4,90,2089-12-04
Category 0,35,2089-12-05
Category 1,72,2089-12-06
Category 2,18,2089-12-07
Category 3,99,2089-12-08
Category 4,38,2089-12-09
Category 0,56,2089-12-10
Category 1,90,2089-12-11
Category 2,18,2089-12-12
Category 3,51,2089-12-13
Category 4,87,2089-12-14
Category 0,54,2089-12-15
Category 1,82,2089-12-16
Category 2,51,2089-12-17
Category 3,21,2089-12-18
Category 4,48,2089-12-19
Category 0,56,2089-12-20
Category 1,54,2089-12-21
Category 2,62,2089-12-22
Category 3,39,2089-12-23
Category 4,87,2089-12-24
Category 0,54,2089-12-25
Category 1,14,2089-12-26
Category 2,40,2089-12-27
Category 3,14,2089-12-28
Category 4,45,2089-12-29
Category 0,27,2089-12-30
Category 1,39,2089-12-31
Category 2,65,2090-01-01
Category 3,32,2090-01-02
Category 4,74,2090-01-03
Category 0,19,2090-01-04
Category 1,54,2090-01-05
Category 2,31,2090-01-06
Category 3,32,2090-01-07
Category 4,33,2090-01-08
Category 0,100,2090-01-09
Category 1,52,2090-01-10
Category 2,89,2090-01-11
Category 3,22,2090-01-12
Category 4,60,2090-01-13
Category 0,64,2090-01-14
Category 1,45,2090-01-15
Category 2,47,2090-01-16
Category 3,90,2090-01-17
Category 4,84,2090-01-18
Category 0,76,2090-01-19
Category 1,87,2090-01-20
Category 2,67,2090-01-21
Category 3,47,2090-01-22
Category 4,61,2090-01-23
Category 0,65,2090-01-24
Category 1,24,2090-01-25
Category 2,13,2090-01-26
Category 3,100,2090-01-27
Category 4,54,2090-01-28
Category 0,72,2090-01-29
Category 1,85,2090-01-30
Category 2,58,2090-01-31
Category 3,51,2090-02-01
Category 4,35,2090-02-02
Category 0,40,2090-02-03
Category 1,66,2090-02-04
Category 2,65,2090-02-05
Category 3,58,2090-02-06
Category 4,44,2090-02-07
Category 0,41,2090-02-08
Category 1,57,2090-02-09
Category 2,100,2090-02-10
Category 3,16,2090-02-11
Category 4,49,2090-02-12
Category 0,44,2090-02-13
Category 1,49,2090-02-14
Category 2,16,2090-02-15
Category 3,70,2090-02-16
Category 4,89,2090-02-17
Category 0,36,2090-02-18
Category 1,90,2090-02-19
Category 2,48,2090-02-20
Category 3,42,2090-02-21
Category 4,11,2090-02-22
Category 0,22,2090-02-23
Category 1,72,2090-02-24
Category 2,31,2090-02-25
Category 3,95,2090-02-26
Category 4,61,2090-02-27
Category 0,38,2090-02-28
Category 1,25,2090-03-01
Category 2,77,2090-03-02
Category 3,13,2090-03-03
Category 4,62,2090-03-04
Category 0,34,2090-03-05
Category 1,63,2090-03-06
Category 2,38,2090-03-07
Category 3,33,2090-03-08
Category 4,24,2090-03-09
Category 0,74,2090-03-10
Category 1,68,2090-03-11
Category 2,79,2090-03-12
Category 3,23,2090-03-13
Category 4,91,2090-03-14
Category 0,36,2090-03-15
Category 1,88,2090-03-16
Category 2,37,2090-03-17
Category 3,18,2090-03-18
Category 4,24,2090-03-19
Category 0,39,2090-03-20
Category 1,73,2090-03-21
Category 2,87,2090-03-22
Category 3,93,2090-03-23
Category 4,97,2090-03-24
Category 0,28,2090-03-25
Category 1,38,2090-03-26
Category 2,54,2090-03-27
Category 3,89,2090-03-28
Category 4,31,2090-03-29
Category 0,26,2090-03-30
Category 1,59,2090-03-31
Category 2,66,2090-04-01
Category 3,93,2090-04-02
Category 4,81,2090-04-03
Category 0,65,2090-04-04
Category 1,81,2090-04-05
Category 2,53,2090-04-06
Category 3,39,2090-04-07
Category 4,48,2090-04-08
Category 0,56,2090-04-09
Category 1,17,2090-04-10
Category 2,65,2090-04-11
Category 3,53,2090-04-12
Category 4,35,2090-04-13
Category 0,59,2090-04-14
Category 1,16,2090-04-15
Category 2,12,2090-04-16
Category 3,18,2090-04-17
Category 4,64,2090-04-18
Category 0,18,2090-04-19
Category 1,38,2090-04-20
Category 2,15,2090-04-21
Category 3,87,2090-04-22
Category 4,29,2090-04-23
Category 0,61,2090-04-24
Category 1,40,2090-04-25
Category 2,15,2090-04-26
Category 3,27,2090-04-27
Category 4,38,2090-04-28
Category 0,28,2090-04-29
Category 1,70,2090-04-30
Category 2,16,2090-05-01
Category 3,77,2090-05-02
Category 4,10,2090-05-03
Category 0,75,2090-05-04
Category 1,47,2090-05-05
Category 2,73,2090-05-06
Category 3,21,2090-05-07
Category 4,77,2090-05-08
Category 0,91,2090-05-09
Category 1,100,2090-05-10
Category 2,46,2090-05-11
Category 3,60,2090-05-12
Category 4,38,2090-05-13
Category 0,50,2090-05-14
Category 1,11,2090-05-15
Category 2,57,2090-05-16
Category 3,90,2090-05-17
Category 4,97,2090-05-18
Category 0,21,2090-05-19
Category 1,32,2090-05-20
Category 2,26,2090-05-21
Category 3,10,2090-05-22
Category 4,68,2090-05-23
Category 0,45,2090-05-24
Category 1,12,2090-05-25
Category 2,91,2090-05-26
Category 3,68,2090-05-27
Category 4,68,2090-05-28
Category 0,63,2090-05-29
Category 1,63,2090-05-30
Category 2,60,2090-05-31
Category 3,78,2090-06-01
Category 4,46,2090-06-02
Category 0,52,2090-06-03
Category 1,79,2090-06-04
Category 2,80,2090-06-05
Category 3,38,2090-06-06
Category 4,43,2090-06-07
Category 0,47,2090-06-08
Category 1,32,2090-06-09
Category 2,43,2090-06-10
Category 3,21,2090-06-11
Category 4,67,2090-06-12
Category 0,29,2090-06-13
Category 1,74,2090-06-14
Category 2,79,2090-06-15
Category 3,99,2090-06-16
Category 4,14,2090-06-17
Category 0,78,2090-06-18
Category 1,88,2090-06-19
Category 2,37,2090-06-20
Category 3,69,2090-06-21
Category 4,63,2090-06-22
Category 0,91,2090-06-23
Category 1,24,2090-06-24
Category 2,42,2090-06-25
Category 3,57,2090-06-26
Category 4,31,2090-06-27
Category 0,48,2090-06-28
Category 1,42,2090-06-29
Category 2,67,2090-06-30
Category 3,74,2090-07-01
Category 4,95,2090-07-02
Category 0,51,2090-07-03
Category 1,85,2090-07-04
Category 2,95,2090-07-05
Category 3,56,2090-07-06
Category 4,30,2090-07-07
Category 0,47,2090-07-08
Category 1,80,2090-07-09
Category 2,12,2090-07-10
Category 3,71,2090-07-11
Category 4,93,2090-07-12
Category 0,98,2090-07-13
Category 1,19,2090-07-14
Category 2,42,2090-07-15
Category 3,79,2090-07-16
Category 4,66,2090-07-17
Category 0,13,2090-07-18
Category 1,61,2090-07-19
Category 2,37,2090-07-20
Category 3,17,2090-07-21
Category 4,93,2090-07-22
Category 0,77,2090-07-23
Category 1,23,2090-07-24
Category 2,68,2090-07-25
Category 3,43,2090-07-26
Category 4,63,2090-07-27
Category 0,83,2090-07-28
Category 1,61,2090-07-29
Category 2,39,2090-07-30
Category 3,95,2090-07-31
Category 4,34,2090-08-01
Category 0,76,2090-08-02
Category 1,63,2090-08-03
Category 2,36,2090-08-04
Category 3,23,2090-08-05
Category 4,72,2090-08-06
Category 0,74,2090-08-07
Category 1,92,2090-08-08
Category 2,79,2090-08-09
Category 3,15,2090-08-10
Category 4,45,2090-08-11
Category 0,45,2090-08-12
Category 1,84,2090-08-13
Category 2,99,2090-08-14
Category 3,68,2090-08-15
Category 4,53,2090-08-16
Category 0,77,2090-08-17
Category 1,99,2090-08-18
Category 2,93,2090-08-19
Category 3,57,2090-08-20
Category 4,78,2090-08-21
Category 0,62,2090-08-22
Category 1,80,2090-08-23
Category 2,33,2090-08-24
Category 3,35,2090-08-25
Category 4,50,2090-08-26
Category 0,95,2090-08-27
Category 1,75,2090-08-28
Category 2,12,2090-08-29
Category 3,55,2090-08-30
Category 4,90,2090-08-31
Category 0,19,2090-09-01
Category 1,88,2090-09-02
Category 2,53,2090-09-03
Category 3,65,2090-09-04
Category 4,66,2090-09-05
Category 0,62,2090-09-06
Category 1,63,2090-09-07
Category 2,42,2090-09-08
Category 3,11,2090-09-09
Category 4,43,2090-09-10
Category 0,25,2090-09-11
Category 1,93,2090-09-12
Category 2,79,2090-09-13
Category 3,39,2090-09-14
Category 4,47,2090-09-15
Category 0,91,2090-09-16
Category 1,46,2090-09-17
Category 2,47,2090-09-18
Category 3,53,2090-09-19
Category 4,34,2090-09-20
Category 0,32,2090-09-21
Category 1,22,2090-09-22
Category 2,61,2090-09-23
Category 3,87,2090-09-24
Category 4,13,2090-09-25
Category 0,48,2090-09-26
Category 1,52,2090-09-27
Category 2,100,2090-09-28
Category 3,75,2090-09-29
Category 4,43,2090-09-30
Category 0,21,2090-10-01
Category 1,51,2090-10-02
Category 2,44,2090-10-03
Category 3,73,2090-10-04
Category 4,30,2090-10-05
Category 0,31,2090-10-06
Category 1,21,2090-10-07
Category 2,74,2090-10-08
Category 3,68,2090-10-09
Category 4,17,2090-10-10
Category 0,47,2090-10-11
Category 1,83,2090-10-12
Category 2,18,2090-10-13
Category 3,76,2090-10-14
Category 4,71,2090-10-15
Category 0,45,2090-10-16
Category 1,17,2090-10-17
Category 2,34,2090-10-18
Category 3,52,2090-10-19
Category 4,38,2090-10-20
Category 0,15,2090-10-21
Category 1,78,2090-10-22
Category 2,80,2090-10-23
Category 3,37,2090-10-24
Category 4,79,2090-10-25
Category 0,27,2090-10-26
Category 1,50,2090-10-27
Category 2,53,2090-10-28
Category 3,82,2090-10-29
Category 4,20,2090-10-30
Category 0,17,2090-10-31
Category 1,79,2090-11-01
Category 2,49,2090-11-02
Category 3,13,2090-11-03
Category 4,70,2090-11-04
Category 0,84,2090-11-05
Category 1,75,2090-11-06
Category 2,69,2090-11-07
Category 3,91,2090-11-08
Category 4,54,2090-11-09
Category 0,29,2090-11-10
Category 1,60,2090-11-11
Category 2,82,2090-11-12
Category 3,83,2090-11-13
Category 4,71,2090-11-14
Category 0,19,2090-11-15
Category 1,10,2090-11-16
Category 2,82,2090-11-17
Category 3,53,2090-11-18
Category 4,79,2090-11-19
Category 0,11,2090-11-20
Category 1,89,2090-11-21
Category 2,62,2090-11-22
Category 3,48,2090-11-23
Category 4,80,2090-11-24
Category 0,71,2090-11-25
Category 1,56,2090-11-26
Category 2,69,2090-11-27
Category 3,96,2090-11-28
Category 4,88,2090-11-29
Category 0,95,2090-11-30
Category 1,100,2090-12-01
Category 2,59,2090-12-02
Category 3,74,2090-12-03
Category 4,12,2090-12-04
Category 0,66,2090-12-05
Category 1,61,2090-12-06
Category 2,63,2090-12-07
Category 3,58,2090-12-08
Category 4,57,2090-12-09
Category 0,53,2090-12-10
Category 1,77,2090-12-11
Category 2,69,2090-12-12
Category 3,15,2090-12-13
Category 4,28,2090-12-14
Category 0,88,2090-12-15
Category 1,10,2090-12-16
Category 2,44,2090-12-17
Category 3,59,2090-12-18
Category 4,22,2090-12-19
Category 0,26,2090-12-20
Category 1,52,2090-12-21
Category 2,96,2090-12-22
Category 3,16,2090-12-23
Category 4,99,2090-12-24
Category 0,88,2090-12-25
Category 1,13,2090-12-26
Category 2,34,2090-12-27
Category 3,23,2090-12-28
Category 4,20,2090-12-29
Category 0,84,2090-12-30
Category 1,49,2090-12-31
Category 2,36,2091-01-01
Category 3,19,2091-01-02
Category 4,56,2091-01-03
Category 0,16,2091-01-04
Category 1,63,2091-01-05
Category 2,34,2091-01-06
Category 3,88,2091-01-07
Category 4,48,2091-01-08
Category 0,47,2091-01-09
Category 1,50,2091-01-10
Category 2,27,2091-01-11
Category 3,42,2091-01-12
Category 4,57,2091-01-13
Category 0,38,2091-01-14
Category 1,82,2091-01-15
Category 2,43,2091-01-16
Category 3,18,2091-01-17
Category 4,79,2091-01-18
Category 0,13,2091-01-19
Category 1,57,2091-01-20
Category 2,19,2091-01-21
Category 3,15,2091-01-22
Category 4,43,2091-01-23
Category 0,20,2091-01-24
Category 1,96,2091-01-25
Category 2,65,2091-01-26
Category 3,37,2091-01-27
Category 4,36,2091-01-28
Category 0,24,2091-01-29
Category 1,54,2091-01-30
Category 2,29,2091-01-31
Category 3,36,2091-02-01
Category 4,76,2091-02-02
Category 0,90,2091-02-03
Category 1,85,2091-02-04
Category 2,53,2091-02-05
Category 3,93,2091-02-06
Category 4,86,2091-02-07
Category 0,78,2091-02-08
Category 1,91,2091-02-09
Category 2,57,2091-02-10
Category 3,39,2091-02-11
Category 4,42,2091-02-12
Category 0,19,2091-02-13
Category 1,30,2091-02-14
Category 2,36,2091-02-15
Category 3,53,2091-02-16
Category 4,89,2091-02-17
Category 0,79,2091-02-18
Category 1,69,2091-02-19
Category 2,37,2091-02-20
Category 3,98,2091-02-21
Category 4,93,2091-02-22
Category 0,79,2091-02-23
Category 1,83,2091-02-24
Category 2,53,2091-02-25
Category 3,16,2091-02-26
Category 4,35,2091-02-27
Category 0,44,2091-02-28
Category 1,15,2091-03-01
Category 2,51,2091-03-02
Category 3,27,2091-03-03
Category 4,84,2091-03-04
Category 0,92,2091-03-05
Category 1,63,2091-03-06
Category 2,49,2091-03-07
Category 3,93,2091-03-08
Category 4,16,2091-03-09
Category 0,32,2091-03-10
Category 1,28,2091-03-11
Category 2,99,2091-03-12
Category 3,59,2091-03-13
Category 4,52,2091-03-14
Category 0,85,2091-03-15
Category 1,19,2091-03-16
Category 2,31,2091-03-17
Category 3,59,2091-03-18
Category 4,43,2091-03-19
Category 0,62,2091-03-20
Category 1,15,2091-03-21
Category 2,49,2091-03-22
Category 3,47,2091-03-23
Category 4,77,2091-03-24
Category 0,49,2091-03-25
Category 1,67,2091-03-26
Category 2,38,2091-03-27
Category 3,40,2091-03-28
Category 4,80,2091-03-29
Category 0,85,2091-03-30
Category 1,45,2091-03-31
Category 2,22,2091-04-01
Category 3,44,2091-04-02
Category 4,79,2091-04-03
Category 0,67,2091-04-04
Category 1,13,2091-04-05
Category 2,71,2091-04-06
Category 3,13,2091-04-07
Category 4,31,2091-04-08
Category 0,39,2091-04-09
Category 1,72,2091-04-10
Category 2,90,2091-04-11
Category 3,92,2091-04-12
Category 4,55,2091-04-13
Category 0,87,2091-04-14
Category 1,52,2091-04-15
Category 2,73,2091-04-16
Category 3,95,2091-04-17
Category 4,57,2091-04-18
Category 0,13,2091-04-19
Category 1,91,2091-04-20
Category 2,92,2091-04-21
Category 3,84,2091-04-22
Category 4,12,2091-04-23
Category 0,98,2091-04-24
Category 1,25,2091-04-25
Category 2,25,2091-04-26
Category 3,47,2091-04-27
Category 4,69,2091-04-28
Category 0,90,2091-04-29
Category 1,35,2091-04-30
Category 2,80,2091-05-01
Category 3,59,2091-05-02
Category 4,99,2091-05-03
Category 0,81,2091-05-04
Category 1,54,2091-05-05
Category 2,65,2091-05-06
Category 3,52,2091-05-07
Category 4,86,2091-05-08
Category 0,61,2091-05-09
Category 1,49,2091-05-10
Category 2,10,2091-05-11
Category 3,77,2091-05-12
Category 4,58,2091-05-13
Category 0,23,2091-05-14
Category 1,83,2091-05-15
Category 2,23,2091-05-16
Category 3,45,2091-05-17
Category 4,27,2091-05-18
Category 0,97,2091-05-19
Category 1,75,2091-05-20
Category 2,44,2091-05-21
Category 3,85,2091-05-22
Category 4,74,2091-05-23
Category 0,48,2091-05-24
Category 1,45,2091-05-25
Category 2,97,2091-05-26
Category 3,96,2091-05-27
Category 4,55,2091-05-28
Category 0,50,2091-05-29
Category 1,64,2091-05-30
Category 2,90,2091-05-31
Category 3,11,2091-06-01
Category 4,65,2091-06-02
Category 0,74,2091-06-03
Category 1,34,2091-06-04
Category 2,69,2091-06-05
Category 3,10,2091-06-06
Category 4,71,2091-06-07
Category 0,38,2091-06-08
Category 1,37,2091-06-09
Category 2,76,2091-06-10
Category 3,100,2091-06-11
Category 4,27,2091-06-12
Category 0,40,2091-06-13
Category 1,47,2091-06-14
Category 2,11,2091-06-15
Category 3,10,2091-06-16
Category 4,10,2091-06-17
Category 0,98,2091-06-18
Category 1,17,2091-06-19
Category 2,21,2091-06-20
Category 3,89,2091-06-21
Category 4,59,2091-06-22
Category 0,10,2091-06-23
Category 1,54,2091-06-24
Category 2,55,2091-06-25
Category 3,38,2091-06-26
Category 4,40,2091-06-27
Category 0,56,2091-06-28
Category 1,42,2091-06-29
Category 2,53,2091-06-30
Category 3,27,2091-07-01
Category 4,43,2091-07-02
Category 0,42,2091-07-03
Category 1,77,2091-07-04
Category 2,66,2091-07-05
Category 3,40,2091-07-06
Category 4,19,2091-07-07
Category 0,81,2091-07-08
Category 1,46,2091-07-09
Category 2,61,2091-07-10
Category 3,65,2091-07-11
Category 4,31,2091-07-12
Category 0,80,2091-07-13
Category 1,93,2091-07-14
Category 2,45,2091-07-15
Category 3,11,2091-07-16
Category 4,41,2091-07-17
Category 0,22,2091-07-18
Category 1,44,2091-07-19
Category 2,43,2091-07-20
